numero_processo,fluxo,worker_outcome,tst_resultado,tst_codigo,g1_resultado,g2_resultado,tem_g1,tem_g2
00007461620175090673,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115742320175150053,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00120781420175150058,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012046820155200003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10015299420165020034,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005216620175090003,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00101740520155050511,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01017932120175010070,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00102734620195030169,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006138220185170004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10017060820165020471,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012198020195200008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00100217020185150128,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00007841120175090129,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01015507620175010038,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00007901720185090021,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00204384020165040005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01012056020165010066,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00112627420155150002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113848720155150002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00119377020175150130,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00102812420195030007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006216520155200009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00111210220185150115,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01011139320165010224,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00129033320165150012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113574320175150032,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10019038520165020010,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10005385820165020054,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00118276820165150013,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00160556620155160022,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00102844520195030179,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01008526720175010039,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101187620185150126,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00119671920165150073,G2→TST,INDEFINIDO,Provido,237,,Provimento em Parte,False,True
10010364920195020055,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101736120175180002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01015596820175010028,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003063620175100012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006043620185200005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000897620155200014,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00018812320145200007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00016854520175200008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002914920165200004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00102134620195030081,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010217720185200008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00112274920175030109,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00021637120175090004,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00113349420175150130,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00120036420175150093,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00107735520135010080,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00209734820165040011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00019416120155170001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00119077920155010070,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00118105620155010013,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113402720195180008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00111202920165150069,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002572420175090658,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105993420165150118,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115841920165090005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01003116520175010061,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004069720195120033,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00109045020135150012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00118496320165150034,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00016178320185100802,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01020132420175010036,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00118608920175150153,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101688220165150026,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00109506720185030151,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00165518720135160015,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00119859420165150152,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00204432020165040019,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015120820175090661,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00106348220195030098,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01011162820165010263,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010743920185170009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00202429320185040007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01073002920145170132,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00110131220185030113,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00217893920165040202,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113539220155030134,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01014459820165010082,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10010704620195020080,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003657520185220102,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00107986220185150061,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003748720145060016,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00212920820155040025,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01024524720175010032,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009841320145050039,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008168620195120056,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10011648020175020462,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00209701920185040013,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010990720195110002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00111912020195180141,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00107581920195030081,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004366320185120035,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00103053620165150100,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01017274020175010038,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002964120165200014,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008531520175200007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00231980320175040271,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00204050820165040019,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00232110220175040271,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00116045620175150086,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01005171920195010026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10020766220195020606,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10011925420185020384,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004547420185090130,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10008705320185020022,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115744720185150066,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00127717220175150001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002902920195210005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01014039020175010057,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008688420155050196,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00020553620175090006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115350320195180011,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
10018586620175020715,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015916220155090012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10017703320175020002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00207736120185040014,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10002242720195020501,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00001578520205120042,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002761320165050032,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00124192420175150031,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10011085920175020361,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10015314720195020717,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00209969020175040291,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00204999320165040232,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005101720195050023,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00202798120185040020,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00117401820175150130,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00231998520175040271,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005452620195200001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01018009520175010075,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00201538720195040281,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10011846820195020602,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003624120185090892,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10000460420205020385,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006919620195140401,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006767620185120027,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10016027420185020041,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00205678320165040251,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10011914420195020090,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10018298420165020057,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003535820175080014,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011195020165050008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00017873520155090011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10020970320175020026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00214791620165040531,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10005653820195020603,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00017083920185100103,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00210079520175040008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004071520175200006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003332120185200007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009278420175200002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01193005320115160016,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00117728320175180083,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000612920185050012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00100197520175150083,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014470720175060011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105525820155050511,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004353820195120037,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00125564820165150093,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00112792320165090009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00018607620165200007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00232015520175040271,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00103503220195030112,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105285120145150102,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00007333520185200007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00110051220185150045,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004773820165050021,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115232820175030091,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00020157320175110014,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10012746320195020089,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00217811920175040011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00125250320155150145,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015114620175130003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00232007020175040271,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10009373320195020717,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10007337820195020073,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00204761220185040028,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00119612520175150122,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00123346420165150066,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014861420175090013,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
10020235520165020002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010849020115010521,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00016763920165120009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00213642120175040026,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00203882220135040004,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00215932220175040271,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00127753520155150016,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10012043420185020072,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00004413220175050030,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00101627720195030067,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003168520185200006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00109783320175150152,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00202571720175040001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00208035820165040017,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00206982320175040122,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00209200920175040019,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00014231020175090006,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000892020195210043,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00205296820155040522,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00004452320195090892,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115023120195180005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009921520185100005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00209814520175040381,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00108119420175150126,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00013338720175090010,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011894820185170013,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006305520175060103,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00007631020175090008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00208416620175040007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10015513020185020052,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00111014120195030137,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009082620165050004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00102261220195030092,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009234420155050193,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10014911820185020065,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10014053120175020017,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00216608020165040025,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00220501120155040405,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10001346020185020046,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10020853920155020614,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010956120185090001,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004428320175050493,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00007815120145050039,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00103733820205030016,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00218496420165040023,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10010086320195020061,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10005477120185020467,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00202774520175040021,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005813120175230009,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10002537520185020028,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10004300420195020481,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10001525520195020302,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00105789220165150042,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00108288720175150011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00109125520195150064,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00215742020175040205,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003661020195090095,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00005219120165200004,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00203861220155040027,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00111538820195150012,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00113273920185150075,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10014490720195020720,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00004814120195100018,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00015958920165200002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00215406920175040003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00007878820165120008,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
10002114120195020044,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00215590820145040027,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00110911520185150099,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00208376120155040019,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00020864720175200007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00108139820155010522,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00019461920175200005,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00011817620165200007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01019378420175010008,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00211447420175040203,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000169220125010223,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10003912720175020303,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009969320155090002,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00010434620185090654,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00009516720165230066,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012214920115010076,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01012013720175010341,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00018667620175070018,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000711820145050011,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01018641820175010007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01025082420175010471,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00012460520195060121,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01009882620165010063,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10014493920175020053,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00003906220155090003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115983120195180010,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115971720175030048,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00002169320135010246,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
00011638020105010076,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01007450820165010023,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01001114920165010043,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00130278020155150002,G2→TST,INDEFINIDO,Provido,237,,Provimento,False,True
01014854820175010243,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00206878620165040232,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10018782320165020382,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10005017220195020362,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01017103020165010461,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01000834020195010055,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00006026020185200007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
01019396620165010080,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00110140520185150067,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00114876120145010021,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00105211420195030136,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00108444320185030107,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00008714020185140404,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00000234720135120028,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00117485120155010551,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00109136620135010023,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00115290820195180007,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00001427320165050003,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00100969320165030167,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00120349220175150058,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00112517520185150152,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
10017203820175020703,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00257767820165240056,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
00200190520165040301,G2→TST,INDEFINIDO,Desprovido,236,,Negação de Seguimento,False,True
