numero_tst,numero_g1,trt_region,g1_codigo,g1_resultado,tst_resultado,tst_codigo,worker_outcome,core
00009396920155070022,00009396920155070022,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009392015507
00010054920155070022,00010054920155070022,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00010052015507
00203526320165040201,00203526320165040201,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00203522016504
00104884220165150153,00104884720165150022,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00104882016515
01019579520165010045,01019570820165010074,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01019572016501
00108305820155010030,00108304920155010033,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00108302015501
00214593620165040010,00214592420165040402,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00214592016504
00203749320185040123,00203747120185040001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00203742018504
01001078520165010342,01001078520165010342,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01001072016501
01003656220165010062,01003655520165010032,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01003652016501
10019017120165020445,10019017120165020445,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10019012016502
01006392920175010082,01006392920175010082,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01006392017501
00111034620175150137,00111033920175150010,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00111032017515
00212076720155040301,00212076720155040301,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00212072015504
00105595820185150061,00105594420185150001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105592018515
00206888120175040282,00206883220175040751,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00206882017504
10013066220185020070,10013060320185020025,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10013062018502
10012005520195020009,10012005520195020009,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10012002019502
10000372520175020263,10000371020175020462,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10000372017502
00015398820175060009,00015398220175060011,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00015392017506
00005157420185090892,00005157420185090892,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00005152018509
00010651420195110008,00010651420195110008,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00010652019511
00207348920175040405,00207348920175040405,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00207342017504
00108989420185150100,00108980720185150032,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00108982018515
10007857520195020008,10007856620195020302,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10007852019502
00006485620175090018,00006482020175090127,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006482017509
10004361820195020705,10004361220195020319,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10004362019502
10011733320165020444,10011732020165020610,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10011732016502
10001347120195020613,10001343520195020043,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10001342019502
00105444320175150120,00105441320175150033,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105442017515
00116016020155150090,00116019820155150045,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00116012015515
10011752620175020716,10011756520175020315,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10011752017502
00232162420175040271,00232162420175040271,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00232162017504
00211552220165040015,00211554320165040202,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00211552016504
10000935720185020058,10000930420185020011,UNKNOWN,220,Improcedência,Provido,237,GANHOU,10000932018502
00116872720175150004,00116879720175150110,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00116872017515
00008146320175060021,00008145120175060413,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008142017506
00010193920165210012,00010193920165210012,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00010192016521
00116419320175150018,00116412120175150042,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00116412017515
00101986020185030098,00101986020185030098,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101982018503
10000049420205020080,10000045020205020030,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10000042020502
00208928020175040103,00208929820175040291,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00208922017504
10017093420175020048,10017092520175020051,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10017092017502
00000604220195120003,00000604820195120001,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00000602019512
10010420420175020386,10010426220175020302,UNKNOWN,220,Improcedência,Provido,237,GANHOU,10010422017502
10018307520175020464,10018301620175020031,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10018302017502
10019467220165020446,10019465620165020613,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10019462016502
00121400220155150001,00121409020155150004,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00121402015515
00206059520195040023,00206052420195040661,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00206052019504
10000107920195020034,10000109420195020611,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10000102019502
00017514020175080111,00017514020175080111,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00017512017508
00109730820175150056,00109730820175150056,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00109732017515
01005195420175010027,01005195420175010027,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,01005192017501
00216469020165040027,00216469020165040027,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00216462016504
10002522820185020372,10002522820185020372,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10002522018502
10019834020175020034,10019836720175020607,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10019832017502
00007127120185200003,00007127120185200003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00007122018520
10002284720195020442,10002282520195020611,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10002282019502
00108398620165150097,00108398820165150064,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00108392016515
10003242920185020044,10003249020185020444,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10003242018502
10005361220195020013,10005361220195020013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10005362019502
00003049720185120037,00003049320185120006,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00003042018512
10010111220195020063,10010111420195020030,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10010112019502
00100758320185150080,00100753620185150031,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00100752018515
10006918220175020466,10006914620175020090,UNKNOWN,220,Improcedência,Provido,237,GANHOU,10006912017502
00247712920165240021,00247712920165240021,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00247712016524
00008008920195120038,00008008920195120038,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00008002019512
10015751920175020044,10015754720175020261,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10015752017502
00117013920165150006,00117012520165150043,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00117012016515
00106315320195150047,00106315120195150080,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00106312019515
00011533620175120027,00011537520175120014,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00011532017512
00005650320175050034,00005656620175050013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00005652017505
00101019520175150119,00101017220175150062,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101012017515
10019601920165020038,10019605720165020090,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10019602016502
00201454020175040812,00201456320175040772,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00201452017504
00201390720185040001,00201394120185040022,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00201392018504
10014756020195020055,10014752120195020068,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10014752019502
01012363220185010027,01012369220185010201,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01012362018501
10014501820175020443,10014509820175020481,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10014502017502
10012128420165020038,10012128220165020071,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10012122016502
10020468820165020264,10020469120165020263,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10020462016502
10025015720155020468,10025013420155020605,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10025012015502
00001957120195090089,00001957120195090089,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00001952019509
10014709420185020371,10014704720185020710,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10014702018502
00119282020165150009,00119282020165150009,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00119282016515
10009663520195020442,10009667820195020072,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10009662019502
00209498420175040334,00209496820175040016,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00209492017504
10014172820175020443,10014175020175020468,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10014172017502
00005731220195190004,00005731220195190004,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00005732019519
00105343020175150045,00105343020175150045,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105342017515
00115772920165090651,00115773020165090004,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00115772016509
00124186120165150132,00124183120165150045,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00124182016515
00124840220165150145,00124840220165150145,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00124842016515
00107664720165150087,00107664720165150087,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107662016515
00007153320185120008,00007157420185120059,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00007152018512
00122412020165150093,00122411420165150095,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00122412016515
00013943020155090652,00013944920155090872,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00013942015509
01012593120165010323,01012594420165010060,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01012592016501
00002862920175090673,00002869520175090651,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00002862017509
00116780820165150002,00116783620165150122,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00116782016515
00107866420175150067,00107860820175150021,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107862017515
00106323420185150092,00106323420185150092,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00106322018515
00108959820175150125,00108955520175150107,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00108952017515
00112521720175150113,00112528720175150025,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112522017515
00251091420175240006,00251091420175240006,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00251092017524
00200194020165040451,00200191220165040234,UNKNOWN,219,Procedência,Provido,237,PERDEU,00200192016504
00109278820175150130,00109277420175150070,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00109272017515
00105018820175150126,00105017120175150067,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105012017515
10009712320195020033,10009712320195020033,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10009712019502
10015566820175020058,10015564120175020261,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10015562017502
10015321120185020703,10015329120185020062,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10015322018502
00017607320165090122,00017601520165090303,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00017602016509
10005775920195020051,10005772320195020063,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10005772019502
10012129020165020715,10012128220165020071,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10012122016502
00112805920175150153,00112802120175150004,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00112802017515
00103767220185150066,00103765820185150103,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00103762018515
00112946020165150094,00112946020165150094,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112942016515
00101624820175150153,00101621620175150002,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101622017515
00109566520175150025,00109566520175150025,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00109562017515
00001469620175090122,00001462220175090664,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00001462017509
00115185620175150031,00115185620175150031,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00115182017515
10017659320175020007,10017659320175020007,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10017652017502
00117092720165150067,00117094920165150092,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00117092016515
00105881320175030018,00105884420175030040,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105882017503
00000910820165050021,00000917120165050194,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00000912016505
00105015420175150008,00105017120175150067,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105012017515
00104926420185150006,00104926420185150006,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00104922018515
10016577620165020079,10016574720165020703,UNKNOWN,220,Improcedência,Provido,237,GANHOU,10016572016502
00004657320175090022,00004650920175090011,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00004652017509
00105285820175150001,00105285820175150001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105282017515
00107777820165150054,00107777620165150087,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107772016515
00017808120175200006,00017808120175200006,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00017802017520
00210255420165040234,00210254120165040303,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00210252016504
00122533420165150093,00122533420165150093,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00122532016515
00104250320175150114,00104253720175150038,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00104252017515
10004684320175020042,10004688220175020611,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10004682017502
00200786220175040008,00200784020175040662,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00200782017504
00009855420175100006,00009855420175100006,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009852017510
10000651020165020204,10000659320165020241,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10000652016502
00004706320175050004,00004707320175050033,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004702017505
10012429020195020434,10012426320195020443,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10012422019502
00118529820175150093,00118527420175150101,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00118522017515
00105270320175150089,00105270320175150089,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105272017515
00212406920155040006,00212401220155040025,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00212402015504
00112130620165150032,00112130620165150032,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112132016515
00111650920155150153,00111652820155150082,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00111652015515
00003083920175100001,00003086120175100802,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00003082017510
00017669820175050561,00017669820175050561,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00017662017505
00035731220155120018,00035731220155120018,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00035732015512
00106387620165150103,00106382020165150057,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00106382016515
00254962920175240006,00254962920175240006,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00254962017524
00122438820165150028,00122439420165150026,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00122432016515
00009465120165050032,00009464120165050003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009462016505
01005626220175010068,01005625620175010264,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01005622017501
00114067820165150013,00114067820165150013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00114062016515
00109193120185150113,00109199120185150093,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00109192018515
00104626320195030156,00104626320195030156,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00104622019503
00107250220195030090,00107250220195030090,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107252019503
01018982420175010029,01018987920175010043,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,01018982017501
00116772920155010008,00116777220155010026,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00116772015501
10003305620195020026,10003302320195020716,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10003302019502
00102124120175150067,00102126620175150091,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102122017515
00102781020155150061,00102781020155150061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102782015515
01000913720165010244,01000918120165010003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01000912016501
01000648020165010009,01000648020165010203,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,01000642016501
00112288720155010035,00112286820155010009,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112282015501
00009159420175090093,00009151520175090863,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00009152017509
00113401520165150073,00113403520165150131,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00113402016515
00106378620175150061,00106378620175150061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00106372017515
00203389620185040011,00203387720185040373,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00203382018504
10015612420175020371,10015614920175020201,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10015612017502
00008548520165050028,00008548520165050028,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00008542016505
00002005420195200003,00002005420195200003,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00002002019520
00104851120165150049,00104858920165150120,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00104852016515
01010133820165010031,01010133820165010031,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,01010132016501
01009110220165010068,01009117020165010207,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,01009112016501
00002253220165050022,00002259820165050194,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00002252016505
00103514620175150114,00103516720175150107,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00103512017515
00102707720185150077,00102707720185150077,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102702018515
00200507020195040252,00200507820195040023,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00200502019504
00104598520165150122,00104598520165150122,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00104592016515
00113460520165150111,00113469220165150082,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00113462016515
00112752420155150083,00112751720155150053,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112752015515
00012984520175070023,00012984520175070023,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00012982017507
10005164920175020382,10005165220175020381,UNKNOWN,220,Improcedência,Provido,237,GANHOU,10005162017502
00006396120175090029,00006396120175090029,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006392017509
00110921120175150139,00110921120175150139,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00110922017515
00207696820165040022,00207690520165040334,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00207692016504
10019366320155020381,10019367920155020602,UNKNOWN,220,Improcedência,Desprovido,242,PERDEU,10019362015502
10020249620175020069,10020243720175020024,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10020242017502
10007783620195020444,10007783620195020444,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10007782019502
00213674220175040004,00213674220175040004,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00213672017504
00108604020195150038,00108602520195150140,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00108602019515
00211734220175040101,00211734820175040002,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00211732017504
10016713520165020055,10016716420165020013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10016712016502
10004408620185020706,10004404620185020202,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10004402018502
00200781120175040122,00200784020175040662,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00200782017504
00115742320175150053,00115742320175150053,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00115742017515
00120781420175150058,00120789420175150096,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00120782017515
00005216620175090003,00005215920175090652,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00005212017509
01017932120175010070,01017932820175010003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01017932017501
00102734620195030169,00102739720195030152,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102732019503
10017060820165020471,10017065620165020261,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10017062016502
00100217020185150128,00100213920185150106,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00100212018515
01015507620175010038,01015504020175010050,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01015502017501
01012056020165010066,01012056820165010031,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01012052016501
00112627420155150002,00112627020155150068,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00112622015515
00113848720155150002,00113848720155150002,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00113842015515
00119377020175150130,00119376820175150066,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00119372017515
00102812420195030007,00102816720195030025,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102812019503
01011139320165010224,01011139020165010031,UNKNOWN,220,Improcedência,Provido,237,GANHOU,01011132016501
00113574320175150032,00113574320175150032,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00113572017515
10019038520165020010,10019031320165020713,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10019032016502
00118276820165150013,00118276820165150013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00118272016515
00119671920165150073,00119676320165150026,UNKNOWN,220,Improcedência,Provido,237,GANHOU,00119672016515
00101736120175180002,00101736120175180002,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00101732017518
01015596820175010028,01015593220175010040,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01015592017501
00003063620175100012,00003063620175100012,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00003062017510
00002914920165200004,00002914920165200004,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00002912016520
00102134620195030081,00102134620195030081,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00102132019503
00209734820165040011,00209731220165040023,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00209732016504
00118105620155010013,00118105620155010013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00118102015501
00105993420165150118,00105995920165150045,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00105992016515
00004069720195120033,00004063420195120054,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004062019512
00118496320165150034,00118496320165150034,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00118492016515
00016178320185100802,00016178320185100802,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00016172018510
00204432020165040019,00204431720165040020,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00204432016504
01011162820165010263,01011163220165010003,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01011162016501
00202429320185040007,00202429120185040234,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00202422018504
00113539220155030134,00113539220155030134,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00113532015503
01014459820165010082,01014457020165010059,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01014452016501
10010704620195020080,10010704620195020080,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10010702019502
00107986220185150061,00107986220185150061,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00107982018515
00212920820155040025,00212920820155040025,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00212922015504
10011648020175020462,10011641520175020031,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10011642017502
00209701920185040013,00209702620185040334,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00209702018504
01017274020175010038,01017276720175010029,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,01017272017501
00008531520175200007,00008531520175200007,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00008532017520
00231980320175040271,00231980320175040271,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00231982017504
00204050820165040019,00204059720165040733,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00204052016504
00232110220175040271,00232110220175040271,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,00232112017504
00116045620175150086,00116042720175150031,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00116042017515
10011925420185020384,10011921420185020462,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10011922018502
00004547420185090130,00004543720185090013,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00004542018509
10008705320185020022,10008706120185020472,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10008702018502
00127717220175150001,00127717220175150001,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00127712017515
00002902920195210005,00002902920195210005,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00002902019521
00020553620175090006,00020553020175090008,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00020552017509
10018586620175020715,10018581420175020021,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10018582017502
00015916220155090012,00015918520155090651,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00015912015509
10017703320175020002,10017701320175020041,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10017702017502
10002242720195020501,10002242320195020373,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10002242019502
00001578520205120042,00001574920205120054,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00001572020512
00002761320165050032,00002761320165050032,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00002762016505
00124192420175150031,00124192420175150031,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00124192017515
10011085920175020361,10011085920175020361,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10011082017502
10015314720195020717,10015314720195020717,UNKNOWN,220,Improcedência,Provido,237,GANHOU,10015312019502
00209969020175040291,00209969020175040291,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00209962017504
00202798120185040020,00202793020185040231,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00202792018504
00117401820175150130,00117401820175150130,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00117402017515
00231998520175040271,00231998520175040271,UNKNOWN,221,Procedência em Parte,Desprovido,236,GANHOU,00231992017504
01018009520175010075,01018009520175010075,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,01018002017501
10011846820195020602,10011840620195020073,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10011842019502
00003624120185090892,00003626220185090012,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00003622018509
10000460420205020385,10000465020205020402,UNKNOWN,219,Procedência,Desprovido,236,GANHOU,10000462020502
00006767620185120027,00006769520185120053,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,00006762018512
10018298420165020057,10018298420165020057,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10018292016502
10020970320175020026,10020971520175020604,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10020972017502
10005653820195020603,10005657420195020203,UNKNOWN,220,Improcedência,Desprovido,236,PERDEU,10005652019502
