numero_processo,g1_fonte,g1_resultado,g2_resultado,tst_resultado,worker_outcome,tem_dados_reais_g1,core
00111824520175030012,NENHUMA,,,Provido,GANHOU,False,00111822017503
00112568920165090005,NENHUMA,,,Desprovido,PERDEU,False,00112562016509
00104761120165150094,NENHUMA,,,Desprovido,PERDEU,False,00104762016515
00015731420155020084,NENHUMA,,,Desprovido,PERDEU,False,00015732015502
00027741720145020071,NENHUMA,,,Desprovido,PERDEU,False,00027742014502
00023544320155020017,NENHUMA,,,Desprovido,PERDEU,False,00023542015502
00015014820145020056,NENHUMA,,,Desprovido,PERDEU,False,00015012014502
00011995720115030036,NENHUMA,,,Desprovido,PERDEU,False,00011992011503
00110049220145150004,NENHUMA,,,Desprovido,PERDEU,False,00110042014515
00016794020165120026,NENHUMA,,,Desprovido,PERDEU,False,00016792016512
00208079820155040383,NENHUMA,,,Provido,GANHOU,False,00208072015504
00112967720155150025,NENHUMA,,,Desprovido,PERDEU,False,00112962015515
00116171520145150101,NENHUMA,,,Desprovido,PERDEU,False,00116172014515
00002377820175120034,NENHUMA,,,Desprovido,PERDEU,False,00002372017512
00204523920185040333,NENHUMA,,,Desprovido,PERDEU,False,00204522018504
10001107420185020323,NENHUMA,,,Desprovido,PERDEU,False,10001102018502
00000938520175120008,NENHUMA,,,Provido,GANHOU,False,00000932017512
00001764820175050121,NENHUMA,,,Desprovido,PERDEU,False,00001762017505
00002863520165050007,G2_REAL,Improcedência,,Provido,GANHOU,True,00002862016505
00001891520155060016,NENHUMA,,,Provido,GANHOU,False,00001892015506
00127385520165150086,NENHUMA,,,Desprovido,PERDEU,False,00127382016515
00105489420155010070,NENHUMA,,,Desprovido,PERDEU,False,00105482015501
00119078120165030137,NENHUMA,,,Desprovido,PERDEU,False,00119072016503
00011466620165130022,NENHUMA,,,Desprovido,PERDEU,False,00011462016513
00020764120165130004,NENHUMA,,,Desprovido,PERDEU,False,00020762016513
00014152520165210009,NENHUMA,,,Desprovido,PERDEU,False,00014152016521
00006716020155050025,NENHUMA,,,Desprovido,PERDEU,False,00006712015505
00011463220165120010,NENHUMA,,,Desprovido,PERDEU,False,00011462016512
00004123120175070028,NENHUMA,,,Desprovido,PERDEU,False,00004122017507
01005870920175010284,NENHUMA,,,Desprovido,PERDEU,False,01005872017501
00003086120145040211,NENHUMA,,,Provido,GANHOU,False,00003082014504
10002340720175020254,NENHUMA,,,Desprovido,PERDEU,False,10002342017502
00006272920175120008,NENHUMA,,,Desprovido,PERDEU,False,00006272017512
00007164020155060412,NENHUMA,,,Desprovido,PERDEU,False,00007162015506
00022991720145020021,NENHUMA,,,Desprovido,PERDEU,False,00022992014502
00016252620135020069,NENHUMA,,,Desprovido,PERDEU,False,00016252013502
00015056020155020053,NENHUMA,,,Desprovido,PERDEU,False,00015052015502
00008948220135010481,NENHUMA,,,Desprovido,PERDEU,False,00008942013501
00004066920175060022,NENHUMA,,,Desprovido,PERDEU,False,00004062017506
00204619020155040014,NENHUMA,,,Provido,GANHOU,False,00204612015504
00116475020145150101,NENHUMA,,,Desprovido,PERDEU,False,00116472014515
10004700520175020465,NENHUMA,,,Desprovido,PERDEU,False,10004702017502
00118972720155030087,NENHUMA,,,Desprovido,PERDEU,False,00118972015503
00001885120175220004,NENHUMA,,,Desprovido,PERDEU,False,00001882017522
00001816120125020434,NENHUMA,,,Desprovido,PERDEU,False,00001812012502
00002079020155020034,NENHUMA,,,Desprovido,PERDEU,False,00002072015502
00111715320165030108,NENHUMA,,,Desprovido,PERDEU,False,00111712016503
00121705220165150017,NENHUMA,,,Desprovido,PERDEU,False,00121702016515
00123173020165150130,NENHUMA,,,Desprovido,PERDEU,False,00123172016515
00114533120175030052,NENHUMA,,,Provido,GANHOU,False,00114532017503
00010928720165120003,NENHUMA,,,Desprovido,PERDEU,False,00010922016512
00011718220175060008,NENHUMA,,,Desprovido,PERDEU,False,00011712017506
00020864520165220001,NENHUMA,,,Desprovido,PERDEU,False,00020862016522
00022073020155020045,NENHUMA,,,Desprovido,PERDEU,False,00022072015502
00017196320155020049,NENHUMA,,,Desprovido,PERDEU,False,00017192015502
00007270520175110010,NENHUMA,,,Desprovido,PERDEU,False,00007272017511
10007494120165020007,NENHUMA,,,Desprovido,PERDEU,False,10007492016502
00101010920175030094,NENHUMA,,,Desprovido,PERDEU,False,00101012017503
00105297020135010034,NENHUMA,,,Desprovido,PERDEU,False,00105292013501
10013992420175020211,NENHUMA,,,Desprovido,PERDEU,False,10013992017502
00110067720175030073,NENHUMA,,,Desprovido,PERDEU,False,00110062017503
00109092920175030089,NENHUMA,,,Desprovido,PERDEU,False,00109092017503
00106551420165090028,NENHUMA,,,Desprovido,PERDEU,False,00106552016509
00008737620175210007,NENHUMA,,,Desprovido,PERDEU,False,00008732017521
00119177320175030143,NENHUMA,,,Desprovido,PERDEU,False,00119172017503
00004888620155060017,NENHUMA,,,Desprovido,PERDEU,False,00004882015506
10002803420175020015,NENHUMA,,,Desprovido,PERDEU,False,10002802017502
01013244020175010501,NENHUMA,,,Desprovido,PERDEU,False,01013242017501
00013122720165100105,NENHUMA,,,Provido,GANHOU,False,00013122016510
00014941620175130001,NENHUMA,,,Desprovido,PERDEU,False,00014942017513
00005746920175120001,NENHUMA,,,Desprovido,PERDEU,False,00005742017512
00102058020175150089,G2_REAL,Improcedência,,Provido,GANHOU,True,00102052017515
00019861320165090661,NENHUMA,,,Desprovido,PERDEU,False,00019862016509
00117139620155150003,NENHUMA,,,Desprovido,PERDEU,False,00117132015515
00114341020145010012,NENHUMA,,,Desprovido,PERDEU,False,00114342014501
00021088420175070034,NENHUMA,,,Desprovido,PERDEU,False,00021082017507
00103977220165090652,NENHUMA,,,Desprovido,PERDEU,False,00103972016509
00100031320165030109,NENHUMA,,,Desprovido,PERDEU,False,00100032016503
00112050820135010005,NENHUMA,,,Provido,GANHOU,False,00112052013501
00019921520155090965,NENHUMA,,,Provido,GANHOU,False,00019922015509
00111824020155010022,NENHUMA,,,Desprovido,PERDEU,False,00111822015501
00012961520155170008,NENHUMA,,,Desprovido,PERDEU,False,00012962015517
00105142020155010006,NENHUMA,,,Desprovido,PERDEU,False,00105142015501
00104568320145030042,NENHUMA,,,Desprovido,PERDEU,False,00104562014503
00105726320155030104,NENHUMA,,,Provido,GANHOU,False,00105722015503
10012070720165020315,NENHUMA,,,Desprovido,PERDEU,False,10012072016502
00112919420165150130,NENHUMA,,,Desprovido,PERDEU,False,00112912016515
00112890920155010047,NENHUMA,,,Desprovido,PERDEU,False,00112892015501
00006296420145200013,NENHUMA,,,Desprovido,PERDEU,False,00006292014520
00113018820155150061,NENHUMA,,,Desprovido,PERDEU,False,00113012015515
00106662520165150077,NENHUMA,,,Desprovido,PERDEU,False,00106662016515
00117724020165030179,NENHUMA,,,Desprovido,PERDEU,False,00117722016503
00003269120145150109,NENHUMA,,,Desprovido,PERDEU,False,00003262014515
00036982320145020202,NENHUMA,,,Desprovido,PERDEU,False,00036982014502
00119643420155150062,NENHUMA,,,Provido,GANHOU,False,00119642015515
00100726420175150048,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00100722017515
00012399720165190010,NENHUMA,,,Desprovido,PERDEU,False,00012392016519
00008448020175190007,NENHUMA,,,Desprovido,PERDEU,False,00008442017519
00013990920175190004,NENHUMA,,,Desprovido,PERDEU,False,00013992017519
00126061520165150145,NENHUMA,,,Desprovido,PERDEU,False,00126062016515
00018470720175090021,NENHUMA,,,Provido,GANHOU,False,00018472017509
00111130420165030091,NENHUMA,,,Provido,GANHOU,False,00111132016503
00011529020175120014,NENHUMA,,,Desprovido,PERDEU,False,00011522017512
00009449020145120021,NENHUMA,,,Desprovido,PERDEU,False,00009442014512
00007417320175190007,NENHUMA,,,Desprovido,PERDEU,False,00007412017519
00008782320155050134,NENHUMA,,,Desprovido,PERDEU,False,00008782015505
10008087420165020089,NENHUMA,,,Desprovido,PERDEU,False,10008082016502
10018043520175020090,NENHUMA,,,Desprovido,PERDEU,False,10018042017502
00174029120155160004,NENHUMA,,,Desprovido,PERDEU,False,00174022015516
10016654620175020264,NENHUMA,,,Desprovido,PERDEU,False,10016652017502
10011275420175020009,NENHUMA,,,Desprovido,PERDEU,False,10011272017502
00013368120175190004,NENHUMA,,,Desprovido,PERDEU,False,00013362017519
00016217120175190005,NENHUMA,,,Desprovido,PERDEU,False,00016212017519
10011350320175020374,NENHUMA,,,Desprovido,PERDEU,False,10011352017502
00005630220185190004,NENHUMA,,,Provido,GANHOU,False,00005632018519
00010796220175080004,NENHUMA,,,Desprovido,PERDEU,False,00010792017508
00012077020175190006,NENHUMA,,,Desprovido,PERDEU,False,00012072017519
00020782820145020023,NENHUMA,,,Desprovido,PERDEU,False,00020782014502
00010968620165090657,NENHUMA,,,Desprovido,PERDEU,False,00010962016509
00008475720175210014,NENHUMA,,,Desprovido,PERDEU,False,00008472017521
00015818220175130029,NENHUMA,,,Provido,GANHOU,False,00015812017513
00115999520175030012,NENHUMA,,,Desprovido,PERDEU,False,00115992017503
10002440220175020044,NENHUMA,,,Desprovido,PERDEU,False,10002442017502
00113071820155150022,NENHUMA,,,Desprovido,PERDEU,False,00113072015515
00103898720165150148,NENHUMA,,,Desprovido,PERDEU,False,00103892016515
00108506820155150027,NENHUMA,,,Provido,GANHOU,False,00108502015515
00115442620165030095,NENHUMA,,,Desprovido,PERDEU,False,00115442016503
00106582120155150065,NENHUMA,,,Desprovido,PERDEU,False,00106582015515
00105303720175030106,NENHUMA,,,Desprovido,PERDEU,False,00105302017503
10000691620185020612,NENHUMA,,,Desprovido,PERDEU,False,10000692018502
10004201120165020401,NENHUMA,,,Desprovido,PERDEU,False,10004202016502
10003782220145020242,NENHUMA,,,Desprovido,PERDEU,False,10003782014502
00016498920155090004,NENHUMA,,,Desprovido,PERDEU,False,00016492015509
10001041220175020385,NENHUMA,,,Desprovido,PERDEU,False,10001042017502
00119303620165150026,NENHUMA,,,Desprovido,PERDEU,False,00119302016515
00008633420175170010,NENHUMA,,,Desprovido,PERDEU,False,00008632017517
00014962020145090965,NENHUMA,,,Desprovido,PERDEU,False,00014962014509
00210648420155040008,NENHUMA,,,Provido,GANHOU,False,00210642015504
00113093720175180053,NENHUMA,,,Desprovido,PERDEU,False,00113092017518
00101797620175180161,NENHUMA,,,Desprovido,PERDEU,False,00101792017518
00103826920135050022,NENHUMA,,,Desprovido,PERDEU,False,00103822013505
10006356620175020040,NENHUMA,,,Desprovido,PERDEU,False,10006352017502
00103367220165150030,NENHUMA,,,Desprovido,PERDEU,False,00103362016515
10018506020165020445,NENHUMA,,,Desprovido,PERDEU,False,10018502016502
10004393520165020492,NENHUMA,,,Desprovido,PERDEU,False,10004392016502
00116629420155010029,NENHUMA,,,Desprovido,PERDEU,False,00116622015501
01006058320165010019,NENHUMA,,,Desprovido,PERDEU,False,01006052016501
00006736620155050013,NENHUMA,,,Desprovido,PERDEU,False,00006732015505
00015126020165060003,NENHUMA,,,Desprovido,PERDEU,False,00015122016506
00017365620165170014,NENHUMA,,,Desprovido,PERDEU,False,00017362016517
10009868720165020003,NENHUMA,,,Desprovido,PERDEU,False,10009862016502
00113465020165030010,NENHUMA,,,Desprovido,PERDEU,False,00113462016503
00105448920185030072,NENHUMA,,,Desprovido,PERDEU,False,00105442018503
00105120820135190010,NENHUMA,,,Desprovido,PERDEU,False,00105122013519
00001617320165050102,NENHUMA,,,Desprovido,PERDEU,False,00001612016505
00106815920155030110,NENHUMA,,,Desprovido,PERDEU,False,00106812015503
10011253420155020501,NENHUMA,,,Desprovido,PERDEU,False,10011252015502
10020707320155020613,NENHUMA,,,Desprovido,PERDEU,False,10020702015502
00009393820175220004,NENHUMA,,,Desprovido,PERDEU,False,00009392017522
00102630920175030060,NENHUMA,,,Desprovido,PERDEU,False,00102632017503
00004810720175130025,NENHUMA,,,Desprovido,PERDEU,False,00004812017513
00005552120155030054,NENHUMA,,,Desprovido,PERDEU,False,00005552015503
10011402420165020030,NENHUMA,,,Desprovido,PERDEU,False,10011402016502
10009322220165020521,NENHUMA,,,Desprovido,PERDEU,False,10009322016502
10018071320145020472,NENHUMA,,,Desprovido,PERDEU,False,10018072014502
10008089620175020717,NENHUMA,,,Desprovido,PERDEU,False,10008082017502
01015605320165010201,NENHUMA,,,Desprovido,PERDEU,False,01015602016501
10019249420175020311,NENHUMA,,,Desprovido,PERDEU,False,10019242017502
00018372420175230101,NENHUMA,,,Desprovido,PERDEU,False,00018372017523
00006255120135070004,NENHUMA,,,Desprovido,PERDEU,False,00006252013507
00012863820175120008,NENHUMA,,,Desprovido,PERDEU,False,00012862017512
00015338320165100016,NENHUMA,,,Desprovido,PERDEU,False,00015332016510
00013322620155050191,NENHUMA,,,Desprovido,PERDEU,False,00013322015505
10027198520155020468,NENHUMA,,,Desprovido,PERDEU,False,10027192015502
00003478420165050009,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00003472016505
00011559120165130001,NENHUMA,,,Desprovido,PERDEU,False,00011552016513
10011312720165020074,NENHUMA,,,Desprovido,PERDEU,False,10011312016502
00010089220165120001,NENHUMA,,,Provido,GANHOU,False,00010082016512
00101534720135010014,NENHUMA,,,Desprovido,PERDEU,False,00101532013501
00009970720155050191,NENHUMA,,,Desprovido,PERDEU,False,00009972015505
00006967520175190005,NENHUMA,,,Desprovido,PERDEU,False,00006962017519
10023072520155020705,NENHUMA,,,Desprovido,PERDEU,False,10023072015502
00111357320175030076,NENHUMA,,,Provido,GANHOU,False,00111352017503
00104236720175180011,NENHUMA,,,Desprovido,PERDEU,False,00104232017518
00122193320155150016,NENHUMA,,,Desprovido,PERDEU,False,00122192015515
10009965920165020221,NENHUMA,,,Desprovido,PERDEU,False,10009962016502
10002392020175020063,NENHUMA,,,Provido,GANHOU,False,10002392017502
00001211220175090663,NENHUMA,,,Desprovido,PERDEU,False,00001212017509
00103803720165090005,NENHUMA,,,Provido,GANHOU,False,00103802016509
00112172720175030037,NENHUMA,,,Provido,GANHOU,False,00112172017503
00011862220175220003,NENHUMA,,,Desprovido,PERDEU,False,00011862017522
10010756320175020072,NENHUMA,,,Desprovido,PERDEU,False,10010752017502
10019628320165020718,NENHUMA,,,Desprovido,PERDEU,False,10019622016502
00002938720175090069,NENHUMA,,,Desprovido,PERDEU,False,00002932017509
00120122620165090029,NENHUMA,,,Desprovido,PERDEU,False,00120122016509
00005408620175050196,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00005402017505
00103368220165150059,NENHUMA,,,Desprovido,PERDEU,False,00103362016515
00126880320155150106,NENHUMA,,,Desprovido,PERDEU,False,00126882015515
01015285920165010262,NENHUMA,,,Desprovido,PERDEU,False,01015282016501
00009571320155050195,NENHUMA,,,Desprovido,PERDEU,False,00009572015505
00216877220155040001,NENHUMA,,,Provido,GANHOU,False,00216872015504
00103797720155150051,NENHUMA,,,Desprovido,PERDEU,False,00103792015515
00109389620175030148,NENHUMA,,,Desprovido,PERDEU,False,00109382017503
00113598820155030073,NENHUMA,,,Desprovido,PERDEU,False,00113592015503
00106060720185180010,NENHUMA,,,Desprovido,PERDEU,False,00106062018518
00012880820175120008,NENHUMA,,,Provido,GANHOU,False,00012882017512
00007181920175120009,NENHUMA,,,Desprovido,PERDEU,False,00007182017512
10016748920165020022,NENHUMA,,,Provido,GANHOU,False,10016742016502
01793005420095040232,NENHUMA,,,Provido,GANHOU,False,01793002009504
00104594120145030041,NENHUMA,,,Desprovido,PERDEU,False,00104592014503
00003006120165190061,NENHUMA,,,Desprovido,PERDEU,False,00003002016519
00114531520165150090,NENHUMA,,,Desprovido,PERDEU,False,00114532016515
00111108020155010013,NENHUMA,,,Desprovido,PERDEU,False,00111102015501
10005387820165020015,NENHUMA,,,Desprovido,PERDEU,False,10005382016502
00112205420165030186,NENHUMA,,,Desprovido,PERDEU,False,00112202016503
00108415120175030163,NENHUMA,,,Provido,GANHOU,False,00108412017503
00008234320165050003,G2_REAL,Improcedência,,Provido,GANHOU,True,00008232016505
01016501720165010054,NENHUMA,,,Desprovido,PERDEU,False,01016502016501
10005216620175020707,NENHUMA,,,Provido,GANHOU,False,10005212017502
00007800720165050036,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00007802016505
00009214420165190001,NENHUMA,,,Desprovido,PERDEU,False,00009212016519
00104235920165090009,NENHUMA,,,Desprovido,PERDEU,False,00104232016509
00020318020175090661,NENHUMA,,,Desprovido,PERDEU,False,00020312017509
10002072720175020059,NENHUMA,,,Desprovido,PERDEU,False,10002072017502
00006482820175090965,NENHUMA,,,Desprovido,PERDEU,False,00006482017509
00013825620155020055,NENHUMA,,,Provido,GANHOU,False,00013822015502
00019119320155120056,NENHUMA,,,Desprovido,PERDEU,False,00019112015512
00004383820165120056,NENHUMA,,,Desprovido,PERDEU,False,00004382016512
10007483320165020047,NENHUMA,,,Desprovido,PERDEU,False,10007482016502
00001755720165050005,NENHUMA,,,Desprovido,PERDEU,False,00001752016505
00016884720145020059,NENHUMA,,,Desprovido,PERDEU,False,00016882014502
10023158720165020051,NENHUMA,,,Desprovido,PERDEU,False,10023152016502
00014954820175120059,NENHUMA,,,Desprovido,PERDEU,False,00014952017512
10008856120185020009,NENHUMA,,,Desprovido,PERDEU,False,10008852018502
00122550520155150007,NENHUMA,,,Desprovido,PERDEU,False,00122552015515
00010726220165170131,NENHUMA,,,Desprovido,PERDEU,False,00010722016517
10001840320175020085,NENHUMA,,,Desprovido,PERDEU,False,10001842017502
00207385820145040009,NENHUMA,,,Desprovido,PERDEU,False,00207382014504
00021930720165070034,NENHUMA,,,Desprovido,PERDEU,False,00021932016507
00107691920175150070,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00107692017515
00121484620165150032,NENHUMA,,,Desprovido,PERDEU,False,00121482016515
00017237920175120008,NENHUMA,,,Provido,GANHOU,False,00017232017512
00002814820175120018,NENHUMA,,,Provido,GANHOU,False,00002812017512
01016788320165010571,NENHUMA,,,Desprovido,PERDEU,False,01016782016501
10003077220175020320,NENHUMA,,,Desprovido,PERDEU,False,10003072017502
01005027120175010462,NENHUMA,,,Desprovido,PERDEU,False,01005022017501
00006255020175130002,NENHUMA,,,Desprovido,PERDEU,False,00006252017513
00006145520145050032,NENHUMA,,,Desprovido,PERDEU,False,00006142014505
00210082920165040101,NENHUMA,,,Desprovido,PERDEU,False,00210082016504
00003424920125010030,NENHUMA,,,Desprovido,PERDEU,False,00003422012501
00212589120155040232,NENHUMA,,,Desprovido,PERDEU,False,00212582015504
00013544620175190055,NENHUMA,,,Desprovido,PERDEU,False,00013542017519
00014782220175210007,NENHUMA,,,Desprovido,PERDEU,False,00014782017521
00106909120165150129,NENHUMA,,,Desprovido,PERDEU,False,00106902016515
00115551320165150001,NENHUMA,,,Desprovido,PERDEU,False,00115552016515
00008920920175070028,NENHUMA,,,Desprovido,PERDEU,False,00008922017507
00000155920175050017,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00000152017505
00104633220155150131,NENHUMA,,,Desprovido,PERDEU,False,00104632015515
10019886520175020033,NENHUMA,,,Desprovido,PERDEU,False,10019882017502
10004779620185020065,NENHUMA,,,Desprovido,PERDEU,False,10004772018502
10001447020165020371,NENHUMA,,,Provido,GANHOU,False,10001442016502
00107959420155150067,NENHUMA,,,Desprovido,PERDEU,False,00107952015515
00008557220175170005,NENHUMA,,,Desprovido,PERDEU,False,00008552017517
00007530920175110008,NENHUMA,,,Desprovido,PERDEU,False,00007532017511
00111794720145150114,NENHUMA,,,Desprovido,PERDEU,False,00111792014515
00005982720175210008,NENHUMA,,,Desprovido,PERDEU,False,00005982017521
00002439420175130022,NENHUMA,,,Desprovido,PERDEU,False,00002432017513
00000686020145050012,NENHUMA,,,Desprovido,PERDEU,False,00000682014505
00119891320155150041,NENHUMA,,,Desprovido,PERDEU,False,00119892015515
00109786720165150055,NENHUMA,,,Desprovido,PERDEU,False,00109782016515
00104456820155150015,NENHUMA,,,Provido,GANHOU,False,00104452015515
00104323420185030036,NENHUMA,,,Desprovido,PERDEU,False,00104322018503
10010271120185020318,NENHUMA,,,Desprovido,PERDEU,False,10010272018502
00113588620175030153,NENHUMA,,,Desprovido,PERDEU,False,00113582017503
00018834220125020046,NENHUMA,,,Desprovido,PERDEU,False,00018832012502
00105445920165030137,NENHUMA,,,Desprovido,PERDEU,False,00105442016503
10009785020175020432,NENHUMA,,,Desprovido,PERDEU,False,10009782017502
00123100820165150043,NENHUMA,,,Desprovido,PERDEU,False,00123102016515
00004551220175130024,NENHUMA,,,Desprovido,PERDEU,False,00004552017513
00001883720175130025,NENHUMA,,,Desprovido,PERDEU,False,00001882017513
00002689520165120014,NENHUMA,,,Desprovido,PERDEU,False,00002682016512
10026804220175020202,NENHUMA,,,Desprovido,PERDEU,False,10026802017502
10005268720185020211,NENHUMA,,,Desprovido,PERDEU,False,10005262018502
10018931420175020719,NENHUMA,,,Desprovido,PERDEU,False,10018932017502
10022608920165020002,NENHUMA,,,Desprovido,PERDEU,False,10022602016502
00105622320165090005,NENHUMA,,,Desprovido,PERDEU,False,00105622016509
00004246020185110008,NENHUMA,,,Desprovido,PERDEU,False,00004242018511
00110689820165090651,NENHUMA,,,Desprovido,PERDEU,False,00110682016509
10004713520185020374,NENHUMA,,,Desprovido,PERDEU,False,10004712018502
10021204720175020058,NENHUMA,,,Desprovido,PERDEU,False,10021202017502
00121741120165030054,NENHUMA,,,Desprovido,PERDEU,False,00121742016503
10023103020175020601,NENHUMA,,,Desprovido,PERDEU,False,10023102017502
00101948520145150047,NENHUMA,,,Desprovido,PERDEU,False,00101942014515
00113199020165150153,NENHUMA,,,Desprovido,PERDEU,False,00113192016515
10018351020175020008,NENHUMA,,,Desprovido,PERDEU,False,10018352017502
10023976520175020607,NENHUMA,,,Desprovido,PERDEU,False,10023972017502
10003490220185020704,NENHUMA,,,Desprovido,PERDEU,False,10003492018502
00025688420165110005,NENHUMA,,,Desprovido,PERDEU,False,00025682016511
00119941320155150016,NENHUMA,,,Desprovido,PERDEU,False,00119942015515
00126223520155150102,NENHUMA,,,Desprovido,PERDEU,False,00126222015515
10014728220165020032,NENHUMA,,,Desprovido,PERDEU,False,10014722016502
00013497820175120003,NENHUMA,,,Provido,GANHOU,False,00013492017512
00000169420165090008,NENHUMA,,,Desprovido,PERDEU,False,00000162016509
10009266420175020461,NENHUMA,,,Desprovido,PERDEU,False,10009262017502
00253346820165240006,NENHUMA,,,Desprovido,PERDEU,False,00253342016524
00111914420145150152,NENHUMA,,,Desprovido,PERDEU,False,00111912014515
00020152120165070014,NENHUMA,,,Desprovido,PERDEU,False,00020152016507
00105387920175030149,NENHUMA,,,Desprovido,PERDEU,False,00105382017503
00122746220165150011,NENHUMA,,,Desprovido,PERDEU,False,00122742016515
00201159420155040611,NENHUMA,,,Desprovido,PERDEU,False,00201152015504
10019699820175020020,NENHUMA,,,Desprovido,PERDEU,False,10019692017502
10017781220165020045,NENHUMA,,,Desprovido,PERDEU,False,10017782016502
10004346020165020444,NENHUMA,,,Desprovido,PERDEU,False,10004342016502
00107938920185030185,NENHUMA,,,Desprovido,PERDEU,False,00107932018503
00112907320145150100,NENHUMA,,,Desprovido,PERDEU,False,00112902014515
10004589120165020443,NENHUMA,,,Desprovido,PERDEU,False,10004582016502
00116464820165090041,NENHUMA,,,Desprovido,PERDEU,False,00116462016509
00112806420165150001,NENHUMA,,,Desprovido,PERDEU,False,00112802016515
00100866120155150034,NENHUMA,,,Desprovido,PERDEU,False,00100862015515
00108510620185030052,NENHUMA,,,Desprovido,PERDEU,False,00108512018503
00015876720165090892,NENHUMA,,,Desprovido,PERDEU,False,00015872016509
10006564020175020073,NENHUMA,,,Desprovido,PERDEU,False,10006562017502
10018448520175020714,NENHUMA,,,Desprovido,PERDEU,False,10018442017502
10018728720165020035,NENHUMA,,,Desprovido,PERDEU,False,10018722016502
10013240320175020011,NENHUMA,,,Desprovido,PERDEU,False,10013242017502
00005528320175090004,NENHUMA,,,Desprovido,PERDEU,False,00005522017509
00101648620145150132,NENHUMA,,,Desprovido,PERDEU,False,00101642014515
00101107120185030017,NENHUMA,,,Desprovido,PERDEU,False,00101102018503
10016579520175020611,NENHUMA,,,Desprovido,PERDEU,False,10016572017502
10009720220175020381,NENHUMA,,,Desprovido,PERDEU,False,10009722017502
10003995220185020017,NENHUMA,,,Desprovido,PERDEU,False,10003992018502
10015728320175020264,NENHUMA,,,Desprovido,PERDEU,False,10015722017502
00114745920165150132,NENHUMA,,,Desprovido,PERDEU,False,00114742016515
10010111220175020312,NENHUMA,,,Desprovido,PERDEU,False,10010112017502
10008138820165020221,NENHUMA,,,Desprovido,PERDEU,False,10008132016502
10013088420175020064,NENHUMA,,,Desprovido,PERDEU,False,10013082017502
10008623320175020080,NENHUMA,,,Desprovido,PERDEU,False,10008622017502
10011416520185020603,NENHUMA,,,Desprovido,PERDEU,False,10011412018502
10016287020175020441,NENHUMA,,,Desprovido,PERDEU,False,10016282017502
00245038620175240005,NENHUMA,,,Desprovido,PERDEU,False,00245032017524
00127362920155150116,NENHUMA,,,Desprovido,PERDEU,False,00127362015515
10011881120165020053,NENHUMA,,,Desprovido,PERDEU,False,10011882016502
00122757220165150132,NENHUMA,,,Desprovido,PERDEU,False,00122752016515
00110271620165030129,NENHUMA,,,Desprovido,PERDEU,False,00110272016503
00104428820175180006,NENHUMA,,,Desprovido,PERDEU,False,00104422017518
00012829020165140004,NENHUMA,,,Desprovido,PERDEU,False,00012822016514
00017749420125050191,NENHUMA,,,Desprovido,PERDEU,False,00017742012505
00002034020145090892,NENHUMA,,,Provido,GANHOU,False,00002032014509
00012078420175120032,NENHUMA,,,Desprovido,PERDEU,False,00012072017512
00114108520175030055,NENHUMA,,,Provido,GANHOU,False,00114102017503
00108236920165150118,NENHUMA,,,Desprovido,PERDEU,False,00108232016515
00119381420155150134,NENHUMA,,,Desprovido,PERDEU,False,00119382015515
00104724020165030180,NENHUMA,,,Desprovido,PERDEU,False,00104722016503
10001451020175020601,NENHUMA,,,Desprovido,PERDEU,False,10001452017502
00117166420175030181,TST_PRESERVADO,Procedência,Provimento,Provido,PERDEU,True,00117162017503
00017856620175070006,NENHUMA,,,Desprovido,PERDEU,False,00017852017507
00214121420165040511,NENHUMA,,,Desprovido,PERDEU,False,00214122016504
00010968820125010224,NENHUMA,,,Desprovido,PERDEU,False,00010962012501
00102903720185030066,NENHUMA,,,Desprovido,PERDEU,False,00102902018503
00005150720185070027,NENHUMA,,,Desprovido,PERDEU,False,00005152018507
00109441220175150038,NENHUMA,,,Desprovido,PERDEU,False,00109442017515
00104573220185030138,NENHUMA,,,Desprovido,PERDEU,False,00104572018503
00019826420125010264,NENHUMA,,,Desprovido,PERDEU,False,00019822012501
00003654520155020035,NENHUMA,,,Desprovido,PERDEU,False,00003652015502
10006633420175020719,NENHUMA,,,Desprovido,PERDEU,False,10006632017502
00206046920175040124,NENHUMA,,,Desprovido,PERDEU,False,00206042017504
10011589320175020714,NENHUMA,,,Desprovido,PERDEU,False,10011582017502
00105252620145010025,NENHUMA,,,Desprovido,PERDEU,False,00105252014501
00203923620165040010,NENHUMA,,,Desprovido,PERDEU,False,00203922016504
01001414520165010056,NENHUMA,,,Desprovido,PERDEU,False,01001412016501
00022932620135010521,NENHUMA,,,Desprovido,PERDEU,False,00022932013501
00100447220155030025,NENHUMA,,,Provido,GANHOU,False,00100442015503
00011806020165060014,NENHUMA,,,Desprovido,PERDEU,False,00011802016506
00203414620155040661,NENHUMA,,,Desprovido,PERDEU,False,00203412015504
00204825020165040008,NENHUMA,,,Desprovido,PERDEU,False,00204822016504
00108663920175180004,NENHUMA,,,Desprovido,PERDEU,False,00108662017518
00022270420165130005,NENHUMA,,,Desprovido,PERDEU,False,00022272016513
